Training Days,Prediction,Actual,Accurate
1237.3,Rose,Stayed,0
1237.3,Rose,Fell,0
1233.2,Rose,Rose,1
1236.65,Fell,Rose,0
1247.9,Fell,Rose,0
1253.65,Fell,Rose,0
1257.2,Fell,Stayed,0
1257.2,Fell,Stayed,0
1257.2,Fell,Fell,1
1255.6,Rose,Fell,0
1240.4,Rose,Fell,0
1238.1,Rose,Fell,0
1226.5,Rose,Rose,1
1230.95,Rose,Stayed,0
1230.95,Rose,Stayed,0
1230.95,Rose,Fell,0
1216.65,Rose,Fell,0
1209.2,Rose,Fell,0
1206.55,Rose,Fell,0
1202.65,Rose,Rose,1
1204.2,Rose,Stayed,0
1204.2,Rose,Stayed,0
1204.2,Rose,Rose,1
1204.6,Fell,Fell,1
1198.8,Rose,Rose,1
1229.35,Fell,Rose,0
1229.6,Fell,Rose,0
1232.4,Fell,Stayed,0
1232.4,Fell,Stayed,0
1232.4,Fell,Rose,0
1241.6,Fell,Rose,0
1249.05,Fell,Fell,1
1247.5,Fell,Stayed,0
1247.5,Fell,Rose,0
1257.55,Fell,Stayed,0
1257.55,Fell,Stayed,0
1257.55,Fell,Fell,1
1257.25,Fell,Fell,1
1251.1,Rose,Fell,0
1248.8,Rose,Fell,0
1244.85,Rose,Rose,1
1247.25,Fell,Stayed,0
1247.25,Fell,Stayed,0
1247.25,Fell,Rose,0
1257.65,Fell,Fell,1
1245.8,Rose,Rose,1
1252.5,Fell,Rose,0
1266.45,Fell,Fell,1
1250.05,Rose,Stayed,0
1250.05,Rose,Stayed,0
1250.05,Rose,Rose,1
1252.9,Fell,Rose,0
1274.3,Fell,Rose,0
1284.15,Fell,Fell,1
1278.95,Fell,Stayed,0
1278.95,Rose,Stayed,0
1278.95,Fell,Stayed,0
1278.95,Rose,Stayed,0
1278.95,Fell,Rose,0
1279.05,Fell,Rose,0
1282.1,Fell,Fell,1
1281.85,Fell,Fell,1
1269.4,Rose,Stayed,0
1269.4,Rose,Stayed,0
1269.4,Rose,Fell,0
1267.8,Rose,Fell,0
1261.85,Rose,Rose,1
1262.8,Rose,Rose,1
1266.45,Fell,Fell,1
1255.45,Rose,Stayed,0
1255.45,Rose,Stayed,0
1255.45,Rose,Stayed,0
1255.45,Rose,Fell,0
1250.3,Rose,Fell,0
1228.45,Rose,Fell,0
1228.05,Rose,Rose,1
1229.8,Rose,Stayed,0
1229.8,Rose,Stayed,0
1229.8,Fell,Fell,1
1220.4,Rose,Rose,1
1222.95,Rose,Rose,1
1223.15,Rose,Rose,1
1231.25,Fell,Rose,0
1233.3,Fell,Stayed,0
1233.3,Fell,Stayed,0
1233.3,Fell,Rose,0
1234.2,Fell,Rose,0
1257.4,Fell,Fell,1
1255.9,Fell,Fell,1
1252.0,Rose,Rose,1
1258.85,Fell,Stayed,0
1258.85,Fell,Stayed,0
1258.85,Fell,Rose,0
1260.2,Fell,Fell,1
1252.55,Rose,Rose,1
1256.95,Fell,Rose,0
1265.05,Fell,Fell,1
1262.7,Fell,Stayed,0
1262.7,Rose,Stayed,0
1262.7,Rose,Stayed,0
1262.7,Fell,Rose,0
1266.2,Fell,Fell,1
1264.85,Fell,Rose,0
1274.95,Fell,Rose,0
1279.95,Fell,Stayed,0
1279.95,Fell,Stayed,0
1279.95,Fell,Rose,0
1293.5,Fell,Fell,1
1291.0,Fell,Fell,1
1273.1,Rose,Fell,0
1266.55,Rose,Fell,0
1266.4,Rose,Stayed,0
1266.4,Rose,Stayed,0
1266.4,Rose,Fell,0
1262.0,Rose,Rose,1
1275.5,Fell,Fell,1
1254.55,Rose,Rose,1
1255.4,Rose,Fell,0
1248.15,Rose,Stayed,0
1248.15,Rose,Stayed,0
1248.15,Rose,Fell,0
1242.2,Rose,Rose,1
1242.5,Rose,Rose,1
1250.8,Fell,Rose,0
1255.7,Fell,Fell,1
1245.25,Rose,Stayed,0
1245.25,Rose,Stayed,0
1245.25,Rose,Rose,1
1249.55,Fell,Fell,1
1248.0,Rose,Fell,0
1243.5,Rose,Fell,0
1242.25,Rose,Fell,0
1229.25,Rose,Stayed,0
1229.25,Rose,Stayed,0
1229.25,Rose,Fell,0
1223.75,Rose,Fell,0
1220.3,Rose,Rose,1
1224.9,Fell,Fell,1
1215.65,Rose,Fell,0
1211.9,Rose,Stayed,0
1211.9,Rose,Stayed,0
1211.9,Rose,Fell,0
1211.05,Rose,Rose,1
1218.8,Fell,Rose,0
1218.9,Fell,Rose,0
1230.3,Fell,Rose,0
1234.1,Fell,Stayed,0
1234.1,Fell,Stayed,0
1234.1,Fell,Rose,0
1240.75,Fell,Rose,0
1242.15,Fell,Fell,1
1238.7,Rose,Rose,1
1248.55,Fell,Rose,0
1255.55,Fell,Stayed,0
1255.55,Fell,Stayed,0
1255.55,Fell,Fell,1
1254.4,Rose,Fell,0
1248.1,Rose,Rose,1
1261.1,Fell,Rose,0
1264.9,Fell,Rose,0
1267.55,Fell,Stayed,0
1267.55,Fell,Stayed,0
1267.55,Fell,Rose,0
1270.95,Fell,Fell,1
1269.6,Fell,Fell,1
1268.1,Rose,Fell,0
1257.7,Rose,Rose,1
1258.0,Rose,Stayed,0
1258.0,Rose,Stayed,0
1258.0,Rose,Rose,1
1261.8,Fell,Rose,0
1271.05,Fell,Rose,0
1284.4,Fell,Rose,0
1286.1,Fell,Fell,1
1282.3,Rose,Stayed,0
1282.3,Fell,Stayed,0
1282.3,Rose,Fell,0
1270.3,Rose,Rose,1
1272.75,Rose,Rose,1
1285.15,Fell,Rose,0
1295.8,Fell,Fell,1
1292.9,Fell,Stayed,0
1292.9,Rose,Stayed,0
1292.9,Fell,Fell,1
1284.2,Rose,Rose,1
1286.65,Rose,Rose,1
1289.0,Fell,Fell,1
1285.3,Rose,Rose,1
1318.65,Fell,Stayed,0
1318.65,Fell,Stayed,0
1318.65,Fell,Stayed,0
1318.65,Fell,Fell,1
1308.5,Rose,Rose,1
1311.75,Rose,Rose,1
1320.4,Fell,Rose,0
1333.1,Fell,Stayed,0
1333.1,Fell,Stayed,0
1333.1,Fell,Rose,0
1335.55,Fell,Rose,0
1337.85,Fell,Rose,0
1343.5,Fell,Rose,0
1346.25,Fell,Fell,1
1334.2,Rose,Stayed,0
1334.2,Rose,Stayed,0
1334.2,Rose,Fell,0
1326.5,Rose,Rose,1
1327.55,Rose,Fell,0
1324.55,Rose,Fell,0
1322.85,Rose,Fell,0
1312.1,Rose,Stayed,0
1312.1,Rose,Stayed,0
1312.1,Rose,Fell,0
1309.6,Rose,Rose,1
1311.3,Fell,Fell,1
1292.1,Rose,Rose,1
1294.8,Rose,Fell,0
1293.3,Rose,Stayed,0
1293.3,Rose,Stayed,0
1293.3,Rose,Rose,1
1300.05,Fell,Fell,1
1282.55,Rose,Rose,1
1283.35,Rose,Fell,0
1283.1,Rose,Fell,0
1273.7,Rose,Stayed,0
1273.7,Rose,Stayed,0
1273.7,Rose,Fell,0
1271.25,Rose,Rose,1
1274.25,Fell,Rose,0
1274.5,Fell,Fell,1
1261.8,Rose,Rose,1
1278.75,Fell,Stayed,0
1278.75,Fell,Stayed,0
1278.75,Fell,Rose,0
1291.4,Fell,Fell,1
1289.25,Fell,Rose,0
1290.25,Fell,Rose,0
1299.6,Fell,Rose,0
1303.3,Fell,Stayed,0
1303.3,Fell,Stayed,0
1303.3,Fell,Fell,1
1284.75,Rose,Fell,0
1280.2,Rose,Rose,1
1286.4,Fell,Fell,1
1281.2,Rose,Fell,0
1274.9,Rose,Stayed,0
1274.9,Rose,Stayed,0
1274.9,Rose,Rose,1
1276.45,Fell,Fell,1
1275.0,Rose,Fell,0
1273.75,Rose,Fell,0
1266.45,Rose,Rose,1
1272.0,Fell,Stayed,0
1272.0,Fell,Stayed,0
1272.0,Fell,Fell,1
1270.15,Rose,Rose,1
1277.05,Fell,Rose,0
1279.2,Fell,Fell,1
1267.2,Rose,Rose,1
1270.9,Rose,Stayed,0
1270.9,Fell,Stayed,0
1270.9,Rose,Rose,1
1275.6,Fell,Rose,0
1284.0,Fell,Rose,0
1284.8,Fell,Fell,1
1284.3,Fell,Fell,1
1277.95,Rose,Stayed,0
1277.95,Rose,Stayed,0
1277.95,Rose,Fell,0
1274.6,Rose,Rose,1
1282.2,Fell,Fell,1
1280.0,Rose,Rose,1
1284.35,Fell,Rose,0
1286.2,Fell,Stayed,0
1286.2,Fell,Stayed,0
1286.2,Fell,Fell,1
1283.3,Rose,Rose,1
1286.95,Fell,Rose,0
1290.35,Fell,Rose,0
1290.5,Fell,Rose,0
1294.9,Fell,Stayed,0
1294.9,Fell,Stayed,0
1294.9,Fell,Fell,1
1291.85,Rose,Fell,0
1283.85,Rose,Fell,0
1280.2,Rose,Fell,0
1275.5,Rose,Fell,0
1273.45,Rose,Stayed,0
1273.45,Rose,Stayed,0
1273.45,Rose,Fell,0
1266.3,Rose,Fell,0
1263.7,Rose,Fell,0
1255.0,Rose,Fell,0
1250.65,Rose,Fell,0
1247.15,Rose,Stayed,0
1247.15,Rose,Stayed,0
1247.15,Rose,Fell,0
1240.9,Rose,Rose,1
1242.65,Rose,Rose,1
1251.0,Fell,Rose,0
1254.6,Fell,Rose,0
1260.6,Fell,Stayed,0
1260.6,Fell,Stayed,0
1260.6,Fell,Fell,1
1260.35,Rose,Rose,1
1264.55,Fell,Stayed,0
1264.55,Fell,Stayed,0
1264.55,Fell,Rose,0
1279.4,Fell,Stayed,0
1279.4,Fell,Stayed,0
1279.4,Fell,Stayed,0
1279.4,Fell,Stayed,0
1279.4,Fell,Rose,0
1291.0,Fell,Stayed,0
1291.0,Fell,Rose,0
1312.05,Fell,Stayed,0
1312.05,Fell,Stayed,0
1312.05,Fell,Stayed,0
1312.05,Fell,Rose,0
1314.9,Fell,Fell,1
1314.5,Fell,Rose,0
1317.15,Fell,Rose,0
1319.95,Fell,Stayed,0
1319.95,Fell,Stayed,0
1319.95,Fell,Fell,1
1311.0,Rose,Rose,1
1319.75,Fell,Rose,0
1323.05,Fell,Rose,0
1326.8,Fell,Rose,0
1339.25,Fell,Stayed,0
1339.25,Fell,Stayed,0
1339.25,Fell,Fell,1
1333.85,Rose,Rose,1
1335.65,Fell,Fell,1
1332.2,Rose,Rose,1
1334.95,Fell,Fell,1
1332.6,Rose,Stayed,0
1332.6,Rose,Stayed,0
1332.6,Rose,Rose,1
1333.4,Fell,Rose,0
1353.7,Fell,Rose,0
1354.95,Fell,Fell,1
1353.15,Fell,Fell,1
1343.85,Rose,Stayed,0
1343.85,Rose,Stayed,0
1343.85,Rose,Rose,1
1344.9,Fell,Rose,0
1345.05,Fell,Fell,1
1341.35,Rose,Fell,0
1331.15,Rose,Rose,1
1333.6,Rose,Stayed,0
1333.6,Rose,Stayed,0
1333.6,Rose,Fell,0
1331.4,Rose,Fell,0
1324.65,Rose,Fell,0
1315.45,Rose,Fell,0
1314.1,Rose,Rose,1
1322.3,Fell,Stayed,0
1322.3,Fell,Stayed,0
1322.3,Fell,Rose,0
1325.35,Fell,Rose,0
1336.25,Fell,Rose,0
1352.45,Fell,Fell,1
1352.1,Fell,Fell,1
1346.6,Rose,Stayed,0
1346.6,Rose,Stayed,0
1346.6,Rose,Fell,0
1339.85,Rose,Fell,0
1330.5,Rose,Fell,0
1328.35,Rose,Fell,0
1327.95,Rose,Rose,1
1333.5,Fell,Stayed,0
1333.5,Fell,Stayed,0
1333.5,Fell,Fell,1
1325.75,Rose,Fell,0
1317.85,Rose,Fell,0
1307.75,Rose,Rose,1
1322.3,Fell,Fell,1
1320.4,Fell,Stayed,0
1320.4,Fell,Stayed,0
1320.4,Fell,Rose,0
1331.4,Fell,Fell,1
1329.4,Fell,Fell,1
1321.0,Rose,Fell,0
1320.6,Rose,Fell,0
1319.15,Rose,Stayed,0
1319.15,Rose,Stayed,0
1319.15,Rose,Rose,1
1322.75,Fell,Rose,0
1323.55,Fell,Fell,1
1318.75,Rose,Fell,0
1310.1,Rose,Rose,1
1312.4,Rose,Stayed,0
1312.4,Rose,Stayed,0
1312.4,Rose,Fell,0
1311.0,Rose,Rose,1
1321.35,Fell,Rose,0
1329.15,Fell,Rose,0
1346.6,Fell,Rose,0
1352.4,Fell,Stayed,0
1352.4,Fell,Stayed,0
1352.4,Fell,Fell,1
1341.45,Rose,Fell,0
1332.45,Rose,Fell,0
1323.85,Rose,Rose,1
1333.45,Fell,Stayed,0
1333.45,Fell,Stayed,0
1333.45,Fell,Stayed,0
1333.45,Fell,Stayed,0
1333.45,Fell,Rose,0
1337.3,Fell,Fell,1
1327.7,Rose,Rose,1
1331.2,Fell,Rose,0
1331.95,Fell,Stayed,0
1331.95,Fell,Stayed,0
1331.95,Fell,Rose,0
1338.95,Fell,Rose,0
1350.75,Fell,Fell,1
1341.35,Rose,Rose,1
1343.7,Fell,Rose,0
1349.35,Fell,Stayed,0
1349.35,Fell,Stayed,0
1349.35,Fell,Fell,1
1342.1,Rose,Rose,1
1351.45,Fell,Fell,1
1348.6,Rose,Fell,0
1336.75,Rose,Fell,0
1324.3,Rose,Stayed,0
1324.3,Rose,Stayed,0
1324.3,Rose,Rose,1
1328.85,Fell,Fell,1
1321.65,Rose,Fell,0
1320.7,Rose,Rose,1
1321.5,Rose,Fell,0
1313.2,Rose,Stayed,0
1313.2,Rose,Stayed,0
1313.2,Rose,Fell,0
1307.1,Rose,Fell,0
1304.2,Rose,Rose,1
1315.05,Fell,Fell,1
1309.4,Rose,Fell,0
1306.6,Rose,Stayed,0
1306.6,Rose,Stayed,0
1306.6,Rose,Stayed,0
1306.6,Rose,Rose,1
1313.85,Fell,Rose,0
1318.8,Fell,Rose,0
1324.35,Fell,Fell,1
1319.85,Rose,Stayed,0
1319.85,Rose,Stayed,0
1319.85,Rose,Fell,0
1295.0,Rose,Fell,0
1291.25,Rose,Fell,0
1289.5,Rose,Fell,0
1288.3,Rose,Rose,1
1288.35,Rose,Stayed,0
1288.35,Rose,Stayed,0
1288.35,Fell,Rose,0
1293.05,Fell,Fell,1
1289.0,Rose,Rose,1
1304.85,Fell,Fell,1
1303.5,Fell,Fell,1
1295.5,Rose,Stayed,0
1295.5,Rose,Stayed,0
1295.5,Rose,Stayed,0
1295.5,Rose,Rose,1
1300.7,Fell,Rose,0
1305.35,Fell,Fell,1
1294.6,Rose,Rose,1
1295.45,Rose,Stayed,0
1295.45,Rose,Stayed,0
1295.45,Rose,Fell,0
1292.05,Rose,Rose,1
1300.1,Fell,Fell,1
1297.25,Fell,Rose,0
1298.25,Fell,Rose,0
1299.6,Fell,Stayed,0
1299.6,Fell,Stayed,0
1299.6,Fell,Fell,1
1298.65,Rose,Fell,0
1296.15,Rose,Rose,1
1302.75,Fell,Fell,1
1285.25,Rose,Fell,0
1281.55,Rose,Stayed,0
1281.55,Rose,Stayed,0
1281.55,Rose,Fell,0
1276.15,Rose,Fell,0
1274.2,Rose,Fell,0
1266.15,Rose,Rose,1
1269.15,Fell,Fell,1
1268.7,Rose,Stayed,0
1268.7,Rose,Stayed,0
1268.7,Fell,Fell,1
1260.3,Rose,Fell,0
1254.6,Rose,Fell,0
1251.55,Rose,Fell,0
1250.45,Rose,Fell,0
1247.8,Rose,Stayed,0
1247.8,Rose,Stayed,0
1247.8,Rose,Rose,1
1251.75,Fell,Rose,0
1255.65,Fell,Fell,1
1255.5,Fell,Fell,1
1255.35,Fell,Rose,0
1262.05,Fell,Stayed,0
1262.05,Fell,Stayed,0
1262.05,Fell,Fell,1
1254.0,Rose,Fell,0
1251.4,Rose,Fell,0
1245.9,Rose,Fell,0
1241.7,Rose,Fell,0
1241.1,Rose,Stayed,0
1241.1,Rose,Stayed,0
1241.1,Rose,Fell,0
1232.8,Rose,Fell,0
1224.5,Rose,Fell,0
1217.55,Rose,Rose,1
1228.75,Fell,Fell,1
1224.95,Rose,Stayed,0
1224.95,Rose,Stayed,0
1224.95,Rose,Rose,1
1228.35,Fell,Rose,0
1231.5,Fell,Fell,1
1228.25,Rose,Fell,0
1223.95,Rose,Fell,0
1223.8,Rose,Stayed,0
1223.8,Rose,Stayed,0
1223.8,Rose,Fell,0
1220.95,Rose,Fell,0
1219.0,Rose,Fell,0
1215.45,Rose,Rose,1
1216.3,Rose,Fell,0
1209.65,Rose,Stayed,0
1209.65,Rose,Stayed,0
1209.65,Rose,Rose,1
1212.35,Fell,Fell,1
1209.55,Rose,Rose,1
1214.35,Fell,Rose,0
1214.4,Fell,Fell,1
1200.35,Rose,Stayed,0
1200.35,Rose,Stayed,0
1200.35,Rose,Fell,0
1197.0,Rose,Fell,0
1182.0,Rose,Fell,0
1180.4,Rose,Fell,0
1178.4,Rose,Rose,1
1184.35,Fell,Stayed,0
1184.35,Fell,Stayed,0
1184.35,Fell,Rose,0
1190.95,Fell,Rose,0
1196.65,Fell,Fell,1
1192.35,Rose,Rose,1
1197.7,Fell,Rose,0
1212.25,Fell,Stayed,0
1212.25,Fell,Stayed,0
1212.25,Fell,Stayed,0
1212.25,Fell,Fell,1
1204.2,Rose,Fell,0
1197.3,Rose,Rose,1
1202.45,Fell,Fell,1
1200.05,Rose,Stayed,0
1200.05,Rose,Stayed,0
1200.05,Rose,Fell,0
1190.85,Rose,Rose,1
1196.7,Fell,Rose,0
1205.15,Fell,Fell,1
1198.9,Rose,Fell,0
1196.6,Rose,Stayed,0
1196.6,Rose,Stayed,0
1196.6,Rose,Fell,0
1189.85,Rose,Rose,1
1195.6,Fell,Rose,0
1209.8,Fell,Fell,1
1201.95,Rose,Fell,0
1201.9,Rose,Stayed,0
1201.9,Rose,Stayed,0
1201.9,Rose,Fell,0
1200.2,Rose,Rose,1
1203.3,Fell,Rose,0
1208.35,Fell,Fell,1
1198.7,Rose,Rose,1
1202.75,Fell,Stayed,0
1202.75,Fell,Stayed,0
1202.75,Fell,Fell,1
1201.9,Rose,Fell,0
1194.25,Rose,Fell,0
1185.4,Rose,Rose,1
1187.25,Rose,Rose,1
1189.35,Fell,Stayed,0
1189.35,Fell,Stayed,0
1189.35,Fell,Rose,0
1204.7,Fell,Fell,1
1201.2,Fell,Rose,0
1203.45,Fell,Rose,0
1203.8,Fell,Fell,1
1186.95,Rose,Stayed,0
1186.95,Rose,Stayed,0
1186.95,Rose,Fell,0
1185.55,Rose,Rose,1
1188.6,Fell,Rose,0
1205.55,Fell,Rose,0
1219.75,Fell,Rose,0
1229.95,Fell,Stayed,0
1229.95,Fell,Stayed,0
1229.95,Fell,Rose,0
1230.7,Fell,Fell,1
1229.05,Rose,Fell,0
1223.0,Rose,Rose,1
1227.85,Fell,Fell,1
1222.3,Rose,Stayed,0
1222.3,Rose,Stayed,0
1222.3,Rose,Rose,1
1235.95,Fell,Fell,1
1230.55,Rose,Rose,1
1230.8,Fell,Rose,0
1233.85,Fell,Fell,1
1230.8,Rose,Stayed,0
1230.8,Rose,Stayed,0
1230.8,Rose,Fell,0
1225.4,Rose,Fell,0
1214.95,Rose,Rose,1
1231.15,Fell,Rose,0
1232.1,Fell,Rose,0
1232.25,Fell,Stayed,0
1232.25,Fell,Stayed,0
1232.25,Fell,Fell,1
1231.6,Rose,Fell,0
1229.95,Rose,Fell,0
1224.15,Rose,Fell,0
1211.4,Rose,Fell,0
1205.55,Rose,Stayed,0
1205.55,Rose,Stayed,0
1205.55,Rose,Fell,0
1202.1,Rose,Rose,1
1203.25,Rose,Rose,1
1211.85,Fell,Rose,0
1222.4,Fell,Fell,1
1221.6,Fell,Stayed,0
1221.6,Fell,Stayed,0
1221.6,Fell,Rose,0
1223.0,Fell,Rose,0
1226.1,Fell,Rose,0
1227.05,Fell,Fell,1
1223.65,Rose,Fell,0
1223.4,Rose,Stayed,0
1223.4,Rose,Stayed,0
1223.4,Rose,Fell,0
1221.2,Rose,Fell,0
1213.25,Rose,Rose,1
1226.25,Fell,Fell,1
1217.55,Rose,Rose,1
1230.3,Fell,Stayed,0
1230.3,Fell,Stayed,0
1230.3,Fell,Rose,0
1240.3,Fell,Fell,1
1235.9,Rose,Rose,1
1242.55,Fell,Rose,0
1243.3,Fell,Rose,0
1245.35,Fell,Stayed,0
1245.35,Fell,Stayed,0
1245.35,Fell,Fell,1
1245.3,Fell,Rose,0
1245.75,Fell,Fell,1
1242.75,Rose,Fell,0
1235.35,Rose,Rose,1
1241.65,Fell,Stayed,0
1241.65,Fell,Stayed,0
1241.65,Fell,Rose,0
1246.3,Fell,Rose,0
1255.0,Fell,Rose,0
1259.75,Fell,Fell,1
1258.15,Fell,Stayed,0
1258.15,Fell,Stayed,0
1258.15,Rose,Stayed,0
1258.15,Rose,Rose,1
1268.0,Fell,Stayed,0
1268.0,Fell,Stayed,0
1268.0,Fell,Rose,0
1279.0,Fell,Stayed,0
1279.0,Fell,Stayed,0
1279.0,Fell,Stayed,0
1279.0,Fell,Rose,0
1282.9,Fell,Stayed,0
1282.9,Fell,Rose,0
1290.45,Fell,Fell,1
1279.9,Rose,Rose,1
1292.2,Fell,Stayed,0
1292.2,Fell,Stayed,0
1292.2,Fell,Fell,1
1286.45,Rose,Rose,1
1288.6,Fell,Rose,0
1291.9,Fell,Fell,1
1288.95,Rose,Rose,1
1292.75,Fell,Stayed,0
1292.75,Fell,Stayed,0
1292.75,Fell,Rose,0
1294.4,Fell,Fell,1
1292.3,Rose,Fell,0
1290.7,Rose,Fell,0
1284.2,Rose,Fell,0
1279.55,Rose,Stayed,0
1279.55,Rose,Stayed,0
1279.55,Rose,Rose,1
1282.1,Fell,Fell,1
1279.8,Rose,Rose,1
1283.7,Fell,Rose,0
1293.9,Fell,Rose,0
1302.15,Fell,Stayed,0
1302.15,Fell,Stayed,0
1302.15,Fell,Rose,0
1307.55,Fell,Rose,0
1310.7,Fell,Rose,0
1323.25,Fell,Fell,1
1318.7,Fell,Fell,1
1312.15,Rose,Stayed,0
1312.15,Rose,Stayed,0
1312.15,Rose,Rose,1
1314.2,Fell,Fell,1
1312.4,Rose,Fell,0
1310.0,Rose,Rose,1
1314.85,Fell,Fell,1
1306.4,Rose,Stayed,0
1306.4,Rose,Stayed,0
1306.4,Rose,Rose,1
1310.0,Fell,Rose,0
1312.8,Fell,Fell,1
1311.45,Rose,Rose,1
1316.55,Fell,Rose,0
1325.5,Fell,Stayed,0
1325.5,Fell,Stayed,0
1325.5,Fell,Rose,0
1334.15,Fell,Rose,0
1343.75,Fell,Fell,1
1331.25,Rose,Fell,0
1329.05,Rose,Rose,1
1331.05,Fell,Stayed,0
1331.05,Fell,Stayed,0
1331.05,Fell,Fell,1
1325.05,Rose,Fell,0
1322.85,Rose,Fell,0
1319.15,Rose,Fell,0
1311.95,Rose,Fell,0
1285.4,Rose,Stayed,0
1285.4,Rose,Stayed,0
1285.4,Rose,Fell,0
1283.8,Rose,Rose,1
1285.85,Fell,Fell,1
1285.3,Rose,Rose,1
1296.75,Fell,Fell,1
1292.75,Fell,Stayed,0
1292.75,Fell,Stayed,0
1292.75,Fell,Rose,0
1297.05,Fell,Rose,0
1306.95,Fell,Fell,1
1295.55,Rose,Rose,1
1303.5,Fell,Rose,0
1305.6,Fell,Stayed,0
1305.6,Fell,Stayed,0
1305.6,Fell,Rose,0
1307.7,Fell,Fell,1
1303.7,Rose,Rose,1
1309.6,Fell,Rose,0
1311.3,Fell,Rose,0
1319.55,Fell,Stayed,0
1319.55,Fell,Stayed,0
1319.55,Fell,Fell,1
1316.3,Rose,Fell,0
1309.7,Rose,Fell,0
1295.15,Rose,Rose,1
1295.4,Rose,Fell,0
1293.5,Rose,Stayed,0
1293.5,Rose,Stayed,0
